" The customer doesn't exist in the system anymore","الزبون غير موجود في النظام بعد الآن"
" and ","و"
"(Absolute path or Relative to Magento install root, ex. var/export)","(الطريق المطلقة او النسبيه لتثبيت جذور magento, مثلا. var/تصدير)"
"(For US 2-letter state names)","(For US 2-رسالة اسماء الدولة)"
"(If left empty will be auto-generated)","(اذا تركت فارغه سوف تولد آليا)"
"(Leave empty for first spreadsheet)","(اتركها فارغة لجدول البيانات الاولى)"
"(Products will be added/updated to this store if 'store' column is blank or missing in the import file.)","(المنتجات ستتم اضافة / تحديث لهذا التخزين اذا 'مخزن' عمود فارغه او مفقود في ملف الاستيراد.)"
"(Shift-)Click or drag to change value","(Shift-)اضغط أو اسحب لتغيير القيمة"
"(Starting with)","(يبدا مع)"
"(When 'No', only mapped fields will be imported. When mapping, use 'column1', 'column2', etc.)","(عندما 'لا' ، الا رسمها الميادين سوف يتم استيرادها. عندما رسم الخرائط ، واستخدام 'عمود 1' ، 'عمود 2' ، الخ.)"
"(You have to increase php memory_limit before changing this value)","(لديك زيادة في حد الذاكرة المتاحة للـ php قبل تغير القيمة("
"(\t for tab)","(\t لترك مسافة)"
"* - If indexing is in progress, it will be killed and new indexing process will start","اذا الارشفة في التقدم , ستقتل وتبدأ عملية أرشفة جديدة"
"- Click on any of the time parts to increase it","- ثبت زر الماوس على أي من الاختيارات التي في الأعلى للسرعة"
"- Hold mouse button on any of the above buttons for faster selection.","ثبت زر الماوس على أي من الأزرار التي في الأعلى لاختيار أسرع"
"- Use the %s buttons to select month","استخدم أزرار الـ  %s لاختيار الشهر"
"- Use the %s, %s buttons to select year","استخدم الـ %s, أزرار %s لاختيار السنة"
"- or Shift-click to decrease it","أو اضغط على -Shift- لانقاصه"
"- or click and drag for faster selection.","- أو انقر على سحب للتحديد السريع"
"-- Please Select --","-- فضلا اختار --"
"-- Please select --","-- فضلا اختار --"
"-- Please select a category --","--  فضلا اختار فئة  --"
"--Please Select--","--فضلا اختار--"
"1 Hour","1 ساعة"
"12 Hours","12 ساعة"
"12h AM/PM","12 ساعة صباحاًمساءً"
"2 Hours","2 ساعة"
"24 Hours","24 ساعة"
"24h","24 ساعة"
"2YTD","منذ سنتين"
"6 Hours","6 ساعة"
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">خطأ رقم 404</h1><p>الصفحة غير موجودة</p>"
"<h1 class=""page-heading"">Access denied</h1><p>Access denied.</p>","<h1 class=""page-heading"">غير مسموح بالدخول</h1><p>غير مسموح بالدخول.</p>"
"A new password was sent to your email address. Please check your email and click Back to Login.","لقد تم ارسال كلمة سر جديدة لعنوان بريدك. الرجاء الرجوع الى بريدك الالكتروني والنقر على الرجوع لتسجيل الدخول"
"API Stability","API استقرار ال "
"API Version","API نسخة ال "
"API:","واجهة برمجة التطبيقات:"
"About the calendar","حول التقويم"
"Access Denied.","الوصول ممنوع."
"Access Deny","الوصول ممنوع"
"Account Created in:","أنشئ الحساب في:"
"Account Created on (%s):","الحساب انشئ على (%s):"
"Account Created on:","انشاء حساب على:"
"Account Information","معلومات الحساب"
"Account status","وضع الحساب"
"Account successfully saved","تم حفظ الحساب بنجاح"
"Action","عمل"
"Actions","اعمال"
"Actions XML","اعمال XML"
"Active","فعال"
"Add","إضافة"
"Add Contents Path","اضافة مسار المحتويات"
"Add Exception","اضافة استثناء"
"Add Field Mapping","اضف حقل الخرائط"
"Add Field with URL:","اضف حقل مع عنوان الموقع"
"Add Maintainer","إضافة مساعد"
"Add New Image","اضف صورة جديدة"
"Add New Profile","اضف بروفايل جديد"
"Add New Role","اضف دور جديد"
"Add New Template","اضافة قالب جديد"
"Add New Urlrewrite","اضف اعادة كتابة موقع جديد"
"Add New User","اضف مستخدم جديد"
"Add New osCommerce Profile","إضافة ملف شخصي جديد للـosCommerce"
"Add PHP Extension dependency","إضافة الاعتماد لإضافة للـ php"
"Add Package dependency","إضافة حزمة التابعة"
"Add Subpackage dependency","إضافة حزمة فرعية التابعة"
"Add Urlrewrite","أضف صياغة الروابط"
"Add Urlrewrite for a Category","أضف صياغة الروابط للتصنيفات"
"Add Urlrewrite for a Product","أضف صياغة الروابط للمنتجات"
"Add after","أضف بعد"
"Add new Role","اضف دور جديد"
"Add new store view map","إضافة متجر عرض الخريطة جديد"
"Add new website map","أضف خريطة موقع جديدة"
"Address Type:","نوع العنوان:"
"Admin","الادارة"
"Advanced Admin Section","قسم الإدارة المتقدمة"
"Advanced Profiles","لمحات متقدمة"
"Advanced Section","القسم المتقدم"
"Aggregate Order","من اجل الاجمالية"
"All","الكل"
"All Allowed Countries","يسمح لجميع البلدان"
"All Cache","كل الذاكرة المخبأة"
"All Files","جميع الملفات"
"All Store Views","تخزين جميع المشاهدات"
"All Tags","كل الوسوم"
"All Websites","جميع المواقع"
"All countries","جميع البلدان"
"All fields","جميع الميادين"
"All possible rates were fetched, click on ""Save"" to apply","كل ما يمكن من معدلات المنال ، انقر على حفظ "" لتطبيق"""
"All rates were fetched, click on ""Save"" to apply","كل الاسعار كانت غريبة ، انقر على حفظ "" لتطبيق"""
"All valid rates successfully saved","جميع الاسعار الصحيحة تم حفظها بنجاح"
"Amounts","كمية"
"Any","اي"
"Any Attribute Set","اي مجموعة سمات"
"Any Group","اي مجموعة"
"Any Status","اي حالة"
"Any Store","اي تخزين"
"Any Type","اي نوع"
"Any Visibility","اي وضوح"
"Api Key","مفتاح Api"
"Api Key Confirmation","تأكيد مفتاح واجهة برمجة التطبيقات"
"Archive file name:","ارشيف اسم الملف:"
"Are you sure that you want to delete this template?","هل انت متاكد انك تريد ان تحذف هذا القالب؟"
"Are you sure that you want to strip tags?","هل أنت متأكد من أنك تريد شريط الوسوم"
"Are you sure you want to do this?","هل انت متاكد انك تريد ان تفعل هذا؟"
"Are you sure you wish to INSTALL all selected packages?","هل انت متأكد من انك ترغب في تثبيت جميع مجموعات مختارة؟"
"Are you sure you wish to UNINSTALL all selected packages?","هل انت متأكد من انك تريد الغاء تثبيت جميع مجموعات مختارة؟"
"Are you sure you wish to UPGRADE all selected packages?","هل انت متأكد من انك ترغب في تحديث جميع مجموعات مختارة؟"
"Area","المنطقة"
"Assigned","المحال"
"Attribute Set Name:","اسم مجموعة السمات:"
"Attribute set successfully saved.","تم حفظ وضع الصفات بنجاح."
"Attribute set was successfully removed.","تم حذف وضع الصفات بنجاح."
"Attributes","السمات"
"Available Products","المنتجات المتاحة"
"Available Version","النسخة المتاحة"
"Average Order Amount","متوسط كمية الطلب"
"Average Orders","متوسط الطلبات"
"Back","عودة"
"Back to Login","العودة لتسجيل الدخول"
"Back to local packages","عودة الى الحزمة الاصلية"
"Backup","الاحتياطية"
"Backup record was deleted","تم حذف السجل الاحتياطي"
"Backup successfully created","السجل الاحتياطي تم انشائه بنجاح"
"Backups","الاحتياطات"
"Base currency","العملية الاساسية"
"Bcc","مخفية"
"Bestsellers","الأكثر مبيعاً"
"Big Image","صورة كبيرة"
"Billing Address","عنوان الفاتورة"
"Billing address","عنوان الفاتورة"
"Block Information","حجب المعلومه"
"Both (without and with tax)","على حد سواء (بدون ومع الضريبة)"
"Browse Available Extensions","استعراض التحويلات المتاحة"
"Browse Available Remote Extensions","استعراض الإضافات البعيدة المتاحة"
"Browse Files...","استعراض ملفات..."
"Bundle Items","حزمة العناصر"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","حزمة مع تسعير ديناميكي لايتضمن خيارات معرفة مخصصة . الخيارات لم يتم حفظها."
"CRITICAL","الحرجة"
"CSV","قيم مفصولة بفواصل"
"CSV / Tab separated","CSV / فصل التبويب"
"Cache Control","التحكم بالذاكرة المخبأة"
"Cache Control (beta)","التحكم بالذاكرة المخبأة (تجريبي)"
"Cache Management","إدارة الذاكرة المخبأة"
"Can not add new comment.","لا تستطيع إضافة تعليق جديد"
"Can not add tracking number.","لا تستطيع إضافة تتبع شحن."
"Can not delete tracking number.","لا تستطيع حذف تتبع شحن."
"Can not do credit memo for order","لا تستطيع عمل إرجاع للطلبية"
"Can not do invoice for order","لا تستطيع أن تعمل فاتورة للطلب"
"Can not do shipment for order.","لا يمكن تهيئة شحنة لإضافة تتبع شحن"
"Can not initialize shipment for adding tracking number.","لا يمكن تهيئة شحنة لإضافة تتبع شحن"
"Can not initialize shipment for delete tracking number.","لا يمكن تهيئة شحنة لحذف تتابع رقمي"
"Can not load track with retrieving identifier.","لا يمكن تحميل المسار مع استرداد المعرف."
"Can not retrieve tracking number detail.","لا يمكن استرداد تتبع عدد من التفصيل."
"Can not save credit memo","لا يمكن حفظ إرجاع الطلبية"
"Can not save invoice","لا يمكن حفظ الفاتورة"
"Can not save shipment.","لا يمكن حفظ الشحنة."
"Can not send shipment information.","لايمكن ارسال معلوامات السحنة"
"Can not update item qty","لايمكن تحديث كمية العناصر"
"Can't delete design change"," لا يمكن حذف تغيرات التصميم"
"Can't find email address.","لا يمكن العثور على عنوان بريد الكتروني."
"Cancel","إلغاء"
"Card Verification Number","رقم بطاقة التحقيق"
"Catalog","دليل"
"Catalog Rewrites","إعادة كتابة الدليل"
"Catalog Rewrites was refreshed successfully","تم تحديث إعادة الكتابة للدليل بنجاح"
"Catalog Rewrites were refreshed successfully","كانت تحديث إعادة الكتابة للدليل ناجحة"
"CatalogInventory Stock Status rebuild error. Please try again later","خطأ في إعادة بناء حالة دليل المخزون . الرجاء المحاولة مرة أخرى لاحقاً"
"CatalogInventory Stock Status was rebuilt successfully","تمت إعادة بناء مستودع مخزون الدليل بنجاح"
"Category","تصنيف"
"Category:","التصنيفات:"
"Changelog","سجل التغير"
"Channel","قناة"
"Channel:","قناة:"
"Checkbox","مربع الخيار"
"Choose Store View","اختر مظهر المتجر"
"Choose an attribute","اختيار السمة"
"Clear","مسح"
"Close","إغلاق"
"Comment text field can not be empty.","حقل التعليقات النصي لايجب أن يكون فارغ."
"Comments History","تاريخ التعليقات"
"Complete","متكامل"
"Configuration","الإعدادت"
"Configuration successfully saved","تم حفظ الإعدادت بنجاح"
"Confirmed email:","تأكيد البريد الإلكتروني:"
"Conflicts","النزاعات"
"Connect with the Magento Community","Magento التواصل مع مجتمع "
"Contents","محتويات"
"Convert to Plain Text","تحويل الى نص عادي"
"Cookie (Unsafe)","Cookie (غير مامونه)"
"Country","بلد"
"Country:","بلد:"
"Coupon Code","رمز القسيمة"
"Coupons","القسائم"
"Create","انشاء"
"Create DB Backup","انشاء نسخة احتياطية لقاعدة البيانات"
"Create Extension Package","إنشاء حزمة من الملحقات"
"Create New Attribute","انشاء سمة جديدة"
"Create New Staging Store View","إنشاء منصة عرض متجر جديد"
"Create Urlrewrite:","إنشاء إعادة كتابة رابط:"
"Create a backup","إنشاء نسخة إحتياطية"
"Created <strong>%s</strong> items","إنشاء <strong>%s</strong> عناصر"
"Created At","انشئة في "
"Credit Card Number","رقم بطاقة الائتمان"
"Credit Card Number: xxxx-%s","رقم بطاقة الائتمان: xxxx-%s"
"Credit Card Type","نوع بطاقة الائتمان"
"Credit Card Type: %s","نوع بطاقة الائتمان: %s"
"Credit Memo #%s comment added"," مذكرة ائتمانية  #%s اضافة تعليق"
"Credit Memo #%s created","تم انشاء المذكرة الإئتمانية #%s"
"Credit Memo History","  تاريخ المذكرة الائتمانية "
"Credit Memo Totals","مجموع المذكرة الاتمانية"
"Credit Memo cancel error.","خطأ إلغاء إعادة الطلبية."
"Credit Memo total must be positive.","يجب أن يكون مجموع إعادة الطلبية موجب"
"Credit Memo void error","إعادة الطلبية باطلة"
"Credit Memo was successfully canceled.",".تم إلغاء اعادة الطلبية بنجاح"
"Credit Memo was successfully created","تم إنشاء المذكرة الائتمانية بنجاح"
"Credit Memo was successfully voided","لقد تم ابطال المذكرة الائتمانية بنجاح"
"Currency","العملة"
"Currency Information","معلومات العملة"
"Currency Setup Section","قسم إعدادات العملة"
"Current Configuration Scope:","التشكيل الحالي لنطاق:"
"Current Release Information","نسخة المعلومات الحالية"
"Custom","مخصص"
"Customer","العميل"
"Customer Group:","مجموعة العملاء:"
"Customer Name","اسم العميل"
"Customer Since:","عميل منذ:"
"Customer was deleted","لقد تم حذف العميل"
"Customer was successfully saved","تم حفظ العميل بنجاح"
"Customer with the same email already exists.","يوجد مستخدم بنفس البريد الإلكتروني سابقاً"
"Customers","عملاء"
"DHTML Date/Time Selector","DHTML تاريخ  الوقت المحدد"
"Dashboard","لوحة العدادات"
"Data Format","بنية البيانات"
"Data transfer:","نقل البيانات:"
"Date","تاريخ"
"Date & Time","الوقت والتاريخ"
"Date Added","اضافة تاريخ"
"Date Updated","تحديث التاريخ"
"Date selection:","اختر التاريخ:"
"Date selector","تاريخ محدد"
"Date:","تاريخ:"
"Day","اليوم"
"Decimal separator:","الفاصلة العشرية:"
"Default (Admin) Values","قيم (الادارة) افتراضية "
"Default Config","اعداد افتراضي"
"Default Template from Locale","القالب الافتراضي من الموقع"
"Default Values","قيم افتراضية"
"Default display currency ""%s"" is not available in allowed currencies","العرض الإفتراضي للعملة ""%s"" غير متوفر في العملات المسموحة"
"Default scope","نطاق افتراضي"
"Delete","حذف"
"Delete %s","حذف %s"
"Delete %s '%s'","حذف %s %s"
"Delete Profile","حذف البروفايل"
"Delete Role","حذف الدور"
"Delete Store View","حذف مشاهدة التخزين"
"Delete Template","حذف القالب"
"Delete User","حذف المستخدم"
"Delete Website","حذف الموقع"
"Dependencies","توابع"
"Description","الوصف"
"Description:","الوصف:"
"Design","تصميم"
"Design Section","قسم التصميم"
"Design change deleted","تم حذف تغير التصميم"
"Design change saved","تم حفظ تغير التصميم"
"Developer Section","قسم التطوير"
"Direction:","اتجاه:"
"Disable","تعطيل"
"Disabled","معطل"
"Discount Amount","تخفيض على الكمية"
"Display %s first","عرض%s الأول"
"Display default currency","عرض العملة الافتراضية"
"Distributed under GNU LGPL. See %s for details.","توزع تحت GNU LGPL. اظهار %s للتفاصيل"
"Do you really want to KILL parallel process and start new indexing process?","؟هل أنت متأكد من إنهاء العملية الموازية و بدأ عملية فهرسة جديدة"
"Done By:","تم بواسطة:"
"Done by:","تم بواسطة:"
"Download Remote File","بعد تنزيل الملف"
"Download and Install","تحميل و تثبيت"
"Downloading and installing $pkg, please wait...","تنزيل وتركيب $pkg, رجاء انتظر..."
"Drag to move","اسحب للنقل"
"Drop-down","المنسدلة"
"Edit","تعديل"
"Edit Email Template","تعديل قالب البريد الالكتروني"
"Edit Poll","تعديل التصويت"
"Edit Role","تعديل الدور"
"Edit Store View","تعديل عرض المخزون"
"Edit System Template","تعديل قالب النظام"
"Edit Tag","تعديل السمة"
"Edit Template","تعديل قالب"
"Edit Urlrewrite","تعديل اعادة كتابة العنوان"
"Edit User","تعديل مستخدم"
"Edit User '%s'","تعديل المستخدم '%s'"
"Edit Website","تعديل موقع"
"Email","البريد الالكتروني"
"Email Address:","عنوان البريد الالكتروني:"
"Email Preview","عرض البريد الإلكتروني"
"Email address is empty.","عنوان البريد الالكتروني فارغا."
"Email to a Friend","أرسل إلى صديق"
"Email:","البريد الالكتروني:"
"Enable","يمكن"
"Enabled","تمكين"
"Enclose Values In:","أرفق القيم في :"
"Entity Type","نوع الكيان"
"Entity type:","نوع الكيان:"
"Error uploading the file","خطأ في تحميل الملف"
"Error while cleared Image cache. Please try again later","خطأ عند حذف الذاكرة المخبأة للصورة . الرجاء حاول مرة أخرى"
"Error while create backup. Please try again later","خطأ عند إنشاء النسخة الإحتياطية. الرجاء حاول لاحقاً"
"Error while deleting this role. Please try again later.","خطأ في حذف هذه الوظيفة. الرجاء المحاولة لاحقاً"
"Error while deleting this set.","خطأ أثناء حذف هذه المجموعة."
"Error while finished process. Please refresh cache","خطأ عند اكمال العملية. الرجاء تحديث الخابية"
"Error while refreshed Catalog Rewrites. Please try again later","خطأ أثناء تحديث دليل إعادة الكتابة. يرجى المحاولة مرة أخرى في وقت لاحقاً"
"Error while refreshed Layered Navigation Indices. Please try again later","خطأ أثناء تحديث الطبقات مؤشرات التنقل. يرجى المحاولة مرة أخرى في وقت لاحق"
"Error while saving account. Please check all required fields","خطأ أثناء حفظ الحساب . يرجى المحاولة مرة أخرى لاحقاً"
"Error while saving account. Please try again later","خطاء اثناء حفظ الحساب. يرجى المحاولة لاحقا"
"Error while saving this configuration: ","خطأ أثناء حفط هذا الإعداد:"
"Error while saving this role. Please try again later.","خطاء اثناء حفظ هذا الدور. يرجى المحاولة لاحقا."
"Error while updating selected review(s). Please try again later.","خطا اثناء تحديث استعراض مختارة . يرجى اعادة المحاوله لاحقا."
"Excl. Tax","الضرائب الغير مشملولة"
"Exclude","استبعاد"
"Exclude (comma separated)","استبعاد (مفصوله بفواصل)"
"Expiration Date","تاريخ انتهاء الصلاحية"
"Expiration Date: %s/%s","تاريخ انتهاء الصلاحية: %s/%s"
"Export","التصدير"
"Export CSV","تصدير القيم المفصولة بفواصل"
"Export Filters","تصفية التصدير"
"Export to:","تصدر الى:"
"Export:","تصدير:"
"Extension","تحويلة"
"Extension Name","اسم التحويلة"
"Extensions","تحويلات"
"FTP Host[:Port]","استضافة FTP [:منفذ]"
"Failed to add a product to cart by id ""%s""","فشل في إضافة المنتج إلى سلة التسوق بالرقم المعرف ""%s"""
"Failed to load %1$s.xml or %1$s.ser","فشل في تحميل %1$s.xml أو%1$s.ser"
"Field","حقل"
"Field Mapping","مجال رسم الخرائط"
"File","ملف"
"File Information","معلومات الملف"
"File name:","اسم الملف:"
"File size should be more than 0 bytes","حجم الملف يجب ان يكون اكبر من  0 بايت"
"Final Price","السعر النهائي"
"Finished items creation.","إنهاء بنود الإنشاء"
"Finished profile execution.","انهاء تنفيذ الملف التعريفي"
"First Name","الاسم الاول"
"First Name:","الاسم الاول:"
"Firstname","الاسم الاول"
"Fixed","ثابت"
"Flat Catalog Category rebuild error","خطأ في إعادة بناء سطح دليل التصنيفات"
"Flat Catalog Category was rebuilt successfully","تم إعادة بناء سطح دليل التصنيفات بنجاح"
"Flat Catalog Product rebuild error. Please try again later","خطأ في إعادة بناء سطح دليل التصنيفات . الرجاء المحاولة لاحقاً"
"Flat Catalog Product was rebuilt successfully","تم إعادة بناء سطح دليل التصنيفات بنجاح"
"For category","للتصنيفات"
"For latest version visit: %s","آخر إصدار للزيارة : %s"
"For product","للمنتجات"
"Forgot your password?","نسيت كلمة السر الخاصة بك؟"
"Forgot your user name or password?","نسيت كلمة السر او اسم المستخدم الخاص بك؟"
"From","من"
"Gb","جيكا بايت"
"General Information","معلومات عامة"
"General Section","قسم عام"
"Get Image Base64","للحصول على صورة Base64"
"Get help for this page","للحصول على مساعدة في هذه الصفحه"
"Global Attribute","السمة العالمية"
"Global Record Search","بحث سجل عالمي"
"Global Search","بحث شامل"
"Go Today","اذهب اليوم"
"Google Base","قاعدة جوجل"
"Google Base Items","عناصر قاعدة جوجل"
"Grand Total","المجموع الكلي"
"Grid (default) / List","الشبكه (افتراضي) / قائمة"
"Grid only","الشبكه فقط"
"Group:","مجموعة:"
"Guest","ضيف"
"HTTP (unsecure)","HTTP (غير امن)"
"HTTPS (SSL)","بروتوكول نقل النص التشعبي الآمن"
"Help Us Keep Magento Healthy - Report All Bugs","تساعدنا على ابقاء صحيه magento -- الابلاغ عن جميع البق"
"Home","المنزل"
"ID","الرمز التعريفي"
"ID Path","طريق الرمز التعريفي"
"IP Address","عنوان الملكية الفكرية"
"Ignore","تجاهل"
"Image cache was cleared successfully","تم مسح الصورة المخبئة بنجاح"
"Images","صور"
"Images (.gif, .jpg, .png)","صور (.gif, .jpg, .png)"
"Images Cache","صور مخبئة"
"Import","استيراد"
"Import Service","خدمة الاستيراد"
"Import/Export","استيراد/تصدير"
"Import/Export Advanced","استيراد / تصدير متقدمة"
"Import/Export Profile","الاستيراد والتصدير بروفايل"
"Imported <strong>%s</strong> records","السجلات <strong>%s</strong> المستوردة"
"In","في"
"In Database:","في قاعدة البيانات:"
"In File:","في الملف:"
"Inactive","خاملة"
"Incl. Tax","الضرائب المشمولة"
"Include","تتضمن"
"Incoming Message","رسالة واردة"
"Individual Item","بند منفرد"
"Install","تثبيت"
"Install Package File","تثبيت مجموعة ملفات"
"Installed As","تثبت كا"
"Installed Extension Info","تثبيت ملحق معلومات"
"Installed Version","النسخه المثبتة"
"Installing $pkg, please wait...","Iتثبيت $pkg, فضلا انتظر..."
"Installing selected packages, please wait...","تركيب مجموعات مختارة ، يرجى الانتظار..."
"Instant Payment Notification (IPN)","لحظة دفع الأخطار (IPN)"
"Interactive","تفاعلي"
"Interface Locale: %s","واجهة الموقع: %s"
"Invalid Form Key. Please refresh the page.","مفتاح نموذج غير صالح الرجاء إعادة تحديث الصفحة"
"Invalid Import Service Specified","الخدمة المحدد غير صالح الاستيراد"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","بيانات غير صالة (الرجاء التحقق من )post_max_size and upload_max_filesize settings في الملف php.ini"
"Invalid Secret Key. Please refresh the page.","المفتاح السري غير صالح . الرجاء تحديث الصفحة."
"Invalid URL","موقع غير صحيح"
"Invalid Username or Password.","اسم مستخدم او رقم سري غير صحيح"
"Invalid directory: %s","الدليل غير صحيح: %s"
"Invalid file: %s","الملف غير صحيح: %s"
"Invalid input data for %s => %s rate","بيانات المدخلات غير صالحة لل %s => %s rate"
"Invalid input:","ادخال غير صالح:"
"Invalid parrent block for this block","كتلة الأم لهذه المجموعة غير صالحة"
"Invalid section value","قيمة الفرع غير صحيحة"
"Invalid store value","قيمة المخزن غير صحيحة"
"Invalid website value","قيمة الموقع غير صحيحة"
"Inventory Stock Status","حالة مستودع المخزون"
"Invoice #%s comment added","فاتورة #%s اضافة تعليق"
"Invoice #%s created","فاتورة #%s انشاء"
"Invoice History","تاريخ الفاتورة"
"Invoice Totals","مجموع الفاتورة"
"Invoice and shipment was successfully created.","تم إنشاء الفاتورة و الشحنة بنجاح"
"Invoice cancel error.","خطأ في إلغاء الفاتورة"
"Invoice capture error","خطأ في صورة الفاتورة"
"Invoice void error","خطأ بفاتورة باطلة"
"Invoice was successfully canceled.","تم إلغاءالفاتورة بنجاح."
"Invoice was successfully captured","تم مسك الفاتورة بنجاح"
"Invoice was successfully created.","تم بنجاح إنشاء الفاتورة."
"Invoice was successfully voided","تم ابطال الفاتورة بنجاح"
"Issue Number","عدد المشاكل"
"Issuer: %s","المصدر: %s"
"Items","عناصر"
"Items to merge","لدمج العناصر"
"Kb","كيلو بايت"
"Last 24 hours","اخر 24 ساعة"
"Last 5 Orders","اخر 5 طلبات"""
"Last 5 Search Terms","اخر 5 مصطلحات البحث"
"Last 7 days","اخر 7 ايام"
"Last Logged In (%s):","التسجيل الأخير في (%s):"
"Last Logged In:","اخر تسجيل للدخول:"
"Last Month","الشهر الاخير"
"Last Name","الاسم الأخير"
"Last Name:","الاسم الاخير:"
"Lastname","الاسم الاخير"
"Latest Message:","احدث رسالة"
"Layered Navigation Indices","طبقات مؤشرات الاستعراض"
"Layered Navigation Indices was refreshed successfully","تم تحديث طبقات مؤشرات الاستعراض بنجاح"
"Layered Navigation Indices were refreshed successfully","تم تحديث طبقات مؤشرات الاستعراض وكانت بنجاح"
"Layered Navigation indexing queue cancelled","تم إلغاء طبقات أرشفة رتل الاستعراض"
"Layered Navigation indexing queued","طبقات الاستعراض المفهرسة بقائمة الانتظار"
"Layered Navigation process queued to be killed","طبقات الاستعراض المفهرسة بقائمة الانتظار للقتل"
"Leave empty to use tax identifier","ترك فارغا لاستخدام معرف الضريبة"
"Level","مستوى"
"License","رخصة"
"License URI","رخصة موقع"
"License:","رخصة:"
"Lifetime Sales","عمر المبيعات"
"Links","روابط"
"List (default) / Grid","قائمة (افتراضي) / الشبكه"
"List only","قائمة فقط"
"Load Template","تحميل قالب"
"Load default template","تحميل قالب افتراضي"
"Load local Package","تحميل حزمة المحلية"
"Loading...","تحميل..."
"Local Server","نظام محلي"
"Local/Remote Server","المحلية / خادم نظام"
"Locale","محلي"
"Log Out","تسجيل الخروج"
"Log in to Admin Panel","تسجيل الدخول الى فريق الادارة"
"Log into Magento Admin Page","تسجيل الدخول الى صفحة ادارة magento"
"Logged in as %s","تسجيل الدخول بـ %s"
"Login","تسجيل الدخول"
"MAJOR","الرئيسية"
"MINOR","قاصر"
"MS Excel XML","MS اكسل XML"
"Magento Admin","Magento ادارة"
"Magento Commerce - Administrative Panel","Magento التجارة -- الفريق الاداري"
"Magento Connect","Magento تواصل"
"Magento Connect Manager","إدارة اتصال ماجنتو"
"Magento Logo","Magento شعار"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento هي العلامه التجارية للشركة استشاريه irubin ديسيبل varien. حقوق الطبع&copy; %s Irubin Consulting Inc."
"Magento ver. %s","إصدار ماجنتو.  %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento &trade هي العلامه التجارية للشركة استشاريه irubin ديسيبل varien. حقوق الطبع&copy; %s Irubin Consulting Inc."
"Maintainers","مشرفون"
"Manage Currency Rates","إدارة أسعار العملات"
"Manage Customers","ادارة العملاء"
"Manage Installed Extensions","ادارة تحميل التحويلات"
"Manage Ratings","ادارة التقديرات"
"Manage Stores","ادارة المخازن"
"Manage osCommerce Orders","إدارة طلبات osCommerce"
"Manage osCommerce Profiles","إدارة الملف الشخصي لـ osCommerce"
"Mapping Configuration","تعيين الإعدادات"
"Matched expression","مطابقة للتعبير"
"Max","الحد الاقصى"
"Maximum","الحد الاقصى"
"Mb","ميغا بايت"
"Media (.avi, .flv, .swf)","اعلان (.avi, .flv, .swf)"
"Merge Now","دمج الآن"
"Messages Inbox","الصندوق البريدي"
"Min","أقل"
"Minimum","الحد الادنى"
"Module version conflict!","!اختلاف اصدار الوحدة"
"Month","شهر"
"Most Viewed Products","المنتجات الاكثر مشاهدة"
"Multiple Select","اختيار متعدد"
"My Account","حسابي"
"N/A","غير متاح"
"NOTICE","انتبه"
"Name","اسم"
"Name on Card","الاسم في البطاقة"
